sample_index,true_class_id,true_class_name,predicted_class_id,predicted_class_name,correct,max_mean_confidence,predictive_entropy_nats,normalized_predictive_entropy,mean_class_variance,max_class_variance
53,3,ROTATE_CW,3,ROTATE_CW,1,1.0,4.600476799510034e-08,2.858437042618789e-08,1.6737149766931117e-18,4.355033546788092e-18
54,3,ROTATE_CW,3,ROTATE_CW,1,0.9999973773956299,3.675629341159947e-05,2.2837970391265117e-05,1.0144681102108866e-11,2.701426582429889e-11
55,3,ROTATE_CW,3,ROTATE_CW,1,0.9999999403953552,1.3025741054661921e-06,8.09334778750781e-07,6.684285964357953e-15,2.0463631603042515e-14
56,3,ROTATE_CW,3,ROTATE_CW,1,1.0,1.2393302029067854e-07,7.700391790876893e-08,2.3674474922806638e-17,1.1502365963556537e-16
57,3,ROTATE_CW,3,ROTATE_CW,1,0.9999988079071045,1.7806751202442683e-05,1.1063956662837882e-05,6.035385949690331e-13,1.7280399116845202e-12
58,3,ROTATE_CW,3,ROTATE_CW,1,0.9995781183242798,0.003727954812347889,0.0023163084406405687,1.5858441315685923e-07,4.0090253605740145e-07
59,3,ROTATE_CW,3,ROTATE_CW,1,0.9996684193611145,0.003181001404300332,0.001976467203348875,1.2560298046082607e-07,3.9234518567354826e-07
60,3,ROTATE_CW,3,ROTATE_CW,1,0.999961256980896,0.0004682339495047927,0.0002909300965256989,6.219531001327994e-10,2.04369365874868e-09
61,3,ROTATE_CW,3,ROTATE_CW,1,0.9997896552085876,0.002103796461597085,0.0013071623397991061,2.4144448218521575e-08,7.171902893787774e-08
62,3,ROTATE_CW,3,ROTATE_CW,1,0.9996691942214966,0.0029853368178009987,0.001854893984273076,9.885640395168593e-08,2.474496056947828e-07
63,3,ROTATE_CW,3,ROTATE_CW,1,0.9999997019767761,4.9302607294521295e-06,3.063343228859594e-06,8.551144547227357e-14,2.1376090730395453e-13
64,3,ROTATE_CW,3,ROTATE_CW,1,1.0,4.155932629146264e-07,2.5822259885899257e-07,6.237944493901141e-16,2.2737367036103438e-15
65,3,ROTATE_CW,3,ROTATE_CW,1,0.9999932050704956,8.847712888382375e-05,5.4973934311419725e-05,7.058743867194295e-11,1.8339051111038174e-10
66,3,ROTATE_CW,3,ROTATE_CW,1,0.9999940395355225,7.977169298101217e-05,4.9564940127311274e-05,3.1603785560774256e-11,8.038360255202548e-11
67,3,ROTATE_CW,3,ROTATE_CW,1,1.0,8.351994296162957e-08,5.189385632320409e-08,3.3896219548907156e-18,8.483475854018309e-18
68,3,ROTATE_CW,3,ROTATE_CW,1,0.9999971389770508,3.9063837903086096e-05,2.4271726942970417e-05,1.2823780232151805e-11,3.219838631829397e-11
69,3,ROTATE_CW,3,ROTATE_CW,1,0.9999998807907104,2.115750930897775e-06,1.3145898947186652e-06,2.3948252303213242e-14,6.289783418492872e-14
70,3,ROTATE_CW,3,ROTATE_CW,1,0.9999998807907104,1.5814073321962496e-06,9.82583628683642e-07,4.96036469955748e-15,1.3642420221662063e-14
71,3,ROTATE_CW,3,ROTATE_CW,1,0.9999999403953552,8.469887120554631e-07,5.262636477709748e-07,9.782331627071895e-16,3.4106050554155156e-15
72,3,ROTATE_CW,2,SWIPE_RIGHT,0,0.9333586096763611,0.25095707178115845,0.15592838823795319,0.006740928161889315,0.01695973053574562
73,3,ROTATE_CW,3,ROTATE_CW,1,0.9989266395568848,0.008428758941590786,0.005237082485109568,1.8254761471325764e-06,4.569996690406697e-06
74,3,ROTATE_CW,3,ROTATE_CW,1,0.9999998807907104,2.0647348719649017e-06,1.282891844311962e-06,5.70527681359196e-15,1.7053026335868762e-14
75,3,ROTATE_CW,3,ROTATE_CW,1,0.9999973773956299,3.8492766179842874e-05,2.3916900317999534e-05,5.104316275206244e-12,1.4497345164621311e-11
76,3,ROTATE_CW,3,ROTATE_CW,1,0.9999998211860657,3.2465445656271186e-06,2.0171914911770727e-06,1.1484458098864805e-14,2.6147973150310137e-14
77,3,ROTATE_CW,3,ROTATE_CW,1,0.9999983310699463,2.4562754333601333e-05,1.526169762655627e-05,3.1568328680287028e-12,7.922125629111765e-12
78,3,ROTATE_CW,3,ROTATE_CW,1,0.9999397993087769,0.0006694883340969682,0.0004159764794167131,4.222984628654558e-09,1.0628049551542063e-08
79,3,ROTATE_CW,3,ROTATE_CW,1,0.9999484419822693,0.0005955328233540058,0.00037002534372732043,3.0840501263895703e-09,1.0135460470905855e-08
80,4,SHAKE,4,SHAKE,1,0.9990562796592712,0.007521677762269974,0.004673481453210115,1.1996665989499888e-06,3.0008795874891803e-06
81,4,SHAKE,4,SHAKE,1,0.9996681213378906,0.0033498196862637997,0.0020813599694520235,3.7612664982589195e-08,1.3973881607398653e-07
82,4,SHAKE,4,SHAKE,1,0.9727444648742676,0.13579364120960236,0.08437332510948181,0.0002598942373879254,0.0007409679819829762
83,4,SHAKE,4,SHAKE,1,0.9895644783973694,0.06094619259238243,0.03786799684166908,6.404030864359811e-05,0.00016831402899697423
84,4,SHAKE,4,SHAKE,1,0.99942946434021,0.004965570289641619,0.0030852823983877897,1.8720011496498046e-07,4.961186164109677e-07
85,4,SHAKE,4,SHAKE,1,0.999999463558197,8.416118362220004e-06,5.229228463576874e-06,7.355862474038924e-14,2.30784277322274e-13
86,4,SHAKE,4,SHAKE,1,0.9998664259910583,0.0013268475886434317,0.0008244167547672987,2.8160179965652787e-08,7.044292971158939e-08
87,4,SHAKE,4,SHAKE,1,0.9997677803039551,0.0023275495041161776,0.0014461878454312682,6.597831259114173e-08,1.9630205372322962e-07
88,4,SHAKE,4,SHAKE,1,0.9999996423721313,6.0417205531848595e-06,3.753932105610147e-06,4.26263672525639e-14,1.1027623584257407e-13
89,4,SHAKE,4,SHAKE,1,0.9999985098838806,2.317930011486169e-05,1.4402109627553727e-05,4.2179039666349893e-13,9.640643318375997e-13
90,4,SHAKE,4,SHAKE,1,0.9881681799888611,0.06427883356809616,0.039938684552907944,0.00022388999059330672,0.0005598212010227144
91,4,SHAKE,4,SHAKE,1,0.997672438621521,0.01678016595542431,0.010426103137433529,1.7908064364746679e-06,4.54200426247553e-06
92,4,SHAKE,4,SHAKE,1,0.8426221609115601,0.4355274736881256,0.27060845494270325,0.03922842815518379,0.09808483719825745
93,4,SHAKE,4,SHAKE,1,0.9999995231628418,8.025350325624458e-06,4.986430212738924e-06,9.85782093974874e-14,2.9558576723417995e-13
94,4,SHAKE,4,SHAKE,1,0.999901533126831,0.0010110698640346527,0.0006282130489125848,1.5224379978917568e-08,3.8102339061651946e-08
95,4,SHAKE,4,SHAKE,1,0.9998868107795715,0.0012114584678784013,0.0007527215057052672,1.174964303629622e-08,2.9519261701693722e-08
96,4,SHAKE,4,SHAKE,1,0.9968010187149048,0.021652227267622948,0.013453285209834576,1.6252884961431846e-05,4.0777034882921726e-05
97,4,SHAKE,4,SHAKE,1,0.9999168515205383,0.0009231647127307951,0.0005735944723710418,4.799630470841976e-09,1.4084836408301271e-08
98,4,SHAKE,4,SHAKE,1,0.9999974966049194,3.644573735073209e-05,2.2645008357358165e-05,4.621984218966535e-12,1.5219256410681226e-11
99,4,SHAKE,4,SHAKE,1,0.9905961751937866,0.05333363637328148,0.03313805162906647,0.00014122975699137896,0.00035350440884940326
100,4,SHAKE,4,SHAKE,1,0.9999998807907104,1.5775453903188463e-06,9.801840405998519e-07,2.952321902710076e-15,7.95807867439444e-15
101,4,SHAKE,4,SHAKE,1,0.9999487400054932,0.0005891339969821274,0.00036604952765628695,2.791164188664652e-09,8.641359627858947e-09
102,4,SHAKE,4,SHAKE,1,0.9995530843734741,0.004188513848930597,0.0026024701073765755,1.366469319918906e-07,4.47631549604921e-07
103,4,SHAKE,4,SHAKE,1,0.9990939497947693,0.007261356804519892,0.0045117344707250595,4.832169793189678e-07,1.2087278946637525e-06
104,4,SHAKE,4,SHAKE,1,0.9999935030937195,8.630476804682985e-05,5.362416777643375e-05,6.276383579528755e-11,1.694593215750828e-10
105,4,SHAKE,4,SHAKE,1,0.9999279379844666,0.0007621328695677221,0.00047353978152386844,3.0119411409401664e-09,7.532224621797923e-09
106,4,SHAKE,4,SHAKE,1,0.9997912049293518,0.0020304243080317974,0.0012615736341103911,5.593287966121352e-08,1.4149622984405141e-07
107,4,SHAKE,4,SHAKE,1,0.9948466420173645,0.032729942351579666,0.020336255431175232,3.279562952229753e-05,8.304103539558128e-05
108,4,SHAKE,4,SHAKE,1,0.9956015944480896,0.030725590884685516,0.019090883433818817,2.5262277631554753e-05,7.733188249403611e-05
109,4,SHAKE,4,SHAKE,1,0.9999995827674866,6.737724106642418e-06,4.186383648629999e-06,1.6001925533335598e-13,4.865796893009644e-13
110,4,SHAKE,4,SHAKE,1,0.9999940991401672,8.13588994788006e-05,5.05511270603165e-05,2.1020196000476332e-11,5.390234092406132e-11
111,4,SHAKE,4,SHAKE,1,0.9886267781257629,0.06294864416122437,0.039112191647291183,0.00019545800751075149,0.0004896512837149203
112,4,SHAKE,4,SHAKE,1,0.9999979138374329,3.107024167547934e-05,1.9305025489302352e-05,1.2099318942582205e-12,3.476543488853401e-12
113,4,SHAKE,4,SHAKE,1,0.9997549057006836,0.0022915760055184364,0.0014238362200558186,7.054112671767143e-08,1.764815351634752e-07
114,4,SHAKE,4,SHAKE,1,0.9952468872070312,0.030691824853420258,0.01906990259885788,2.3929655071697198e-05,6.024498361512087e-05
115,4,SHAKE,4,SHAKE,1,0.9959977269172668,0.028924765065312386,0.017971966415643692,1.5583284039166756e-05,5.190699448576197e-05
116,4,SHAKE,4,SHAKE,1,0.9950588941574097,0.031168745830655098,0.019366230815649033,1.0774196198326536e-05,2.6936369977192953e-05
117,4,SHAKE,4,SHAKE,1,0.9939610958099365,0.03740977868437767,0.02324400283396244,5.734762453357689e-05,0.00014586107863578945
118,4,SHAKE,4,SHAKE,1,0.98701411485672,0.0693148747086525,0.043067753314971924,0.000216389395063743,0.0005409748991951346
119,4,SHAKE,4,SHAKE,1,0.75666743516922,0.5917070508003235,0.36764827370643616,0.043514810502529144,0.10976970195770264
120,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9971391558647156,0.022466974332928658,0.01395951583981514,4.840718247578479e-06,1.5172162420640234e-05
121,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9996923804283142,0.0030745090916752815,0.0019102998776361346,1.5406389053396197e-08,4.42848850923383e-08
122,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.8681018352508545,0.4724266827106476,0.2935352027416229,0.0006010065553709865,0.0018174713477492332
123,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9998016953468323,0.0020496915094554424,0.0012735449708998203,3.265481041125895e-08,9.755171959113795e-08
124,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9985890984535217,0.011923165991902351,0.007408279459923506,2.8590159217856126e-07,5.456373060042097e-07
125,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.7232206463813782,0.7693176865577698,0.47800394892692566,0.004619032144546509,0.011668038554489613
126,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9992328882217407,0.006401281803846359,0.003977339714765549,4.1280890172856743e-07,1.0521833928578417e-06
127,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9971328377723694,0.02091635763645172,0.012996063567698002,3.64006518793758e-06,9.845841304922942e-06
128,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.999352216720581,0.0058307526633143425,0.003622850403189659,1.9112040661184437e-07,5.768407049799862e-07
129,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.99947190284729,0.004876041319221258,0.003029654733836651,1.6890670906377636e-07,5.507571927410027e-07
130,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9991023540496826,0.008095516823232174,0.005030027125030756,1.215705509594045e-07,3.531335721618234e-07
131,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.995022714138031,0.036214154213666916,0.02250112034380436,1.256510313396575e-05,4.088868081453256e-05
132,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9979681968688965,0.016658421605825424,0.01035045925527811,7.433519613186945e-07,1.8198948055214714e-06
133,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9980201125144958,0.01611875183880329,0.010015144012868404,9.473177442487213e-07,2.5001859285112005e-06
134,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9897320866584778,0.06557003408670425,0.040740951895713806,0.00011291060218354687,0.0003577035095077008
135,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9978955388069153,0.016611678525805473,0.010321415960788727,2.4639596176712075e-06,7.13000372343231e-06
136,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9994820952415466,0.004932578653097153,0.0030647835228592157,1.5345192139193387e-07,4.4693570089293644e-07
137,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9962450861930847,0.02765827625989914,0.01718505285680294,5.1965221246064175e-06,1.6503719962202013e-05
138,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9993079304695129,0.006417861208319664,0.003987641539424658,4.6427334865484227e-08,1.151689801304201e-07
139,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9996874928474426,0.0031184861436486244,0.0019376244163140655,3.82315548108636e-08,9.184422111729873e-08
140,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9971453547477722,0.021430032327771187,0.013315226882696152,3.172392098349519e-06,8.19837714516325e-06
141,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9997336268424988,0.002651168731972575,0.0016472636489197612,7.257547007810672e-09,2.0073178674806513e-08
142,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9991642832756042,0.007586743216961622,0.004713908303529024,1.9965595754456444e-07,5.497731194736843e-07
143,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9964305758476257,0.027648992836475372,0.01717928610742092,6.040167590981582e-06,2.067736568278633e-05
144,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9988161325454712,0.010444688610732555,0.006489649880677462,3.2197596055993927e-07,7.764152201161778e-07
145,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9981858134269714,0.01466987282037735,0.009114904329180717,1.3360097455006326e-06,4.3885293052881025e-06
146,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9993897676467896,0.0057941884733736515,0.003600131953135133,2.0931378230670816e-07,7.026920343378151e-07
147,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9996205568313599,0.003585419151932001,0.002227746183052659,6.23359284190883e-08,1.5533125008460047e-07
148,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9868322014808655,0.07860066741704941,0.048837337642908096,0.00020372439757920802,0.0006508025689981878
149,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9989562630653381,0.00916210375726223,0.005692734848707914,2.2291192181000952e-07,5.854279834238696e-07
150,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9948926568031311,0.03696175292134285,0.022965628653764725,8.48961735755438e-06,2.8904676582897082e-05
151,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9379541873931885,0.2865692675113678,0.17805549502372742,0.00024173452402465045,0.0006714907358400524
152,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9867897629737854,0.07670560479164124,0.047659870237112045,8.298114698845893e-05,0.00022726075258105993
153,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9399270415306091,0.25312113761901855,0.15727300941944122,0.00039518141420558095,0.0010164560517296195
154,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9532713890075684,0.22460277378559113,0.13955354690551758,0.00024305090482812375,0.0006701311795040965
155,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9685617685317993,0.1447555124759674,0.08994165062904358,0.0003201040963176638,0.0008216361165978014
156,1,SWIPE_LEFT,2,SWIPE_RIGHT,0,0.8668633103370667,0.5048126578330994,0.3136577308177948,0.0012669783318415284,0.0037373797968029976
157,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9906188249588013,0.05786305293440819,0.035952337086200714,2.5695269869174808e-05,6.509417289635167e-05
158,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.9966789484024048,0.024528412148356438,0.015240359120070934,3.2813861707836622e-06,9.057860552275088e-06
159,1,SWIPE_LEFT,1,SWIPE_LEFT,1,0.999053955078125,0.008576495572924614,0.005328876432031393,2.1728521915065357e-07,6.252062689782178e-07
160,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9839633703231812,0.09584936499595642,0.059554558247327805,2.2503259970108047e-05,7.133443432394415e-05
161,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9793574810028076,0.1243695616722107,0.07727515697479248,0.0003129084943793714,0.0011446462012827396
162,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9781002402305603,0.11529518663883209,0.07163693010807037,7.392249972326681e-05,0.0002081390266539529
163,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9969632029533386,0.021789325401186943,0.01353846862912178,2.0845843664574204e-06,5.144698207004694e-06
164,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9832893013954163,0.09648580849170685,0.059950001537799835,4.58570102637168e-05,0.00012369450996629894
165,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9949098229408264,0.032062456011772156,0.019921522587537766,5.689567842637189e-06,1.4230960005079396e-05
166,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9948700070381165,0.03252605348825455,0.020209573209285736,6.166464117995929e-06,1.5651070498279296e-05
167,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.982371985912323,0.09186264872550964,0.057077474892139435,0.0003077051951549947,0.0008009207667782903
168,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9815657138824463,0.104969821870327,0.06522142142057419,2.494184263923671e-05,7.28681479813531e-05
169,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9743814468383789,0.12279113382101059,0.0762944221496582,0.00018252638983540237,0.0004710213397629559
170,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9725514650344849,0.14058917760849,0.08735296875238419,6.493447290267795e-05,0.0001970587036339566
171,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9908455014228821,0.05281692370772362,0.03281699866056442,1.0689947885111906e-05,2.6820445782504976e-05
172,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.970622181892395,0.1623021364212036,0.10084398835897446,0.00012535853602457792,0.00035597270471043885
173,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9599552750587463,0.21301355957984924,0.1323527693748474,0.00029504820122383535,0.0009041716693900526
174,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9953472018241882,0.03171311318874359,0.019704464823007584,2.0620846044039354e-06,5.922220225329511e-06
175,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9892598390579224,0.07006702572107315,0.04353508725762367,3.9818281948100775e-05,0.00012556466390378773
176,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9834222197532654,0.09765572100877762,0.06067690998315811,6.188732368173078e-05,0.00017784597002901137
177,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9909436702728271,0.05388317629694939,0.03347950056195259,5.5432988119719084e-06,1.5635538147762418e-05
178,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.985275149345398,0.08816804736852646,0.05478188768029213,0.00010735857358668,0.00032312716939486563
179,2,SWIPE_RIGHT,1,SWIPE_LEFT,0,0.9796991348266602,0.11778975278139114,0.07318688929080963,6.974864663789049e-05,0.00021743847173638642
180,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9982154965400696,0.013214723207056522,0.008210769854485989,1.045964836521307e-06,2.659768142621033e-06
181,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9934927821159363,0.03938332572579384,0.024470236152410507,9.394081644131802e-06,2.3554212020826526e-05
182,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9930658936500549,0.04146868735551834,0.02576594427227974,5.238520770944888e-06,1.3131163541402202e-05
183,2,SWIPE_RIGHT,2,SWIPE_RIGHT,1,0.9936524033546448,0.03864266350865364,0.024010036140680313,2.598971605038969e-06,6.514525011880323e-06
